"location","date","daily_average","total_air_travels","non_air_num","estimate"
"Ecuador",2020-04-24,2.26504670526306e-05,4500,0,0.101927101736838
"Egypt",2020-04-24,0.00249608146919989,4500,0,11.2323666113995
"El Salvador",2020-04-24,0,4500,0,0
"Equatorial Guinea",2020-04-24,0,4500,0,0
"Eritrea",2020-04-24,0,4500,0,0
"Estonia",2020-04-24,0.000185733829831571,4500,0,0.835802234242069
"Ethiopia",2020-04-24,0.00173049568282098,4500,0,7.78723057269441
"Falkland Islands",2020-04-24,0.00430358873999982,4500,0,19.3661493299992
"Faroe Islands",2020-04-24,0,4500,0,0
"Fiji",2020-04-24,2.26504670526306e-05,4500,0,0.101927101736838
"Finland",2020-04-24,0.00237376894711569,4500,0,10.6819602620206
"France",2020-04-24,0.0356608953276617,4500,6425.74,6586.21402897448
"French Polynesia",2020-04-24,0,4500,0,0
"Gabon",2020-04-24,2.71805604631568e-05,4500,0,0.122312522084206
"Gambia",2020-04-24,0,4500,0,0
"Georgia",2020-04-24,9.06018682105225e-06,4500,0,0.0407708406947351
"Germany",2020-04-24,0.0514482708633452,4500,0,231.517218885053
"Ghana",2020-04-24,0.000181203736421045,4500,0,0.815416813894703
"Gibraltar",2020-04-24,0.0038324590253051,4500,0,17.246065613873
"Greece",2020-04-24,0.00275882688701041,4500,0,12.4147209915468
"Greenland",2020-04-24,0,4500,0,0
"Grenada",2020-04-24,1.35902802315784e-05,4500,0,0.0611562610421028
"Guadeloupe",2020-04-24,0,4500,0,0
"Guam",2020-04-24,0,4500,0,0
"Guatemala",2020-04-24,0,4500,0,0
"Guernsey",2020-04-24,0.00579398947206291,4500,0,26.0729526242831
"Guinea",2020-04-24,4.53009341052612e-06,4500,0,0.0203854203473675
"Guinea-Bissau",2020-04-24,0,4500,0,0
"Guyana",2020-04-24,4.98310275157874e-05,4500,0,0.224239623821043
"Haiti",2020-04-24,0,4500,0,0
"Honduras",2020-04-24,0,4500,0,0
"Hong Kong (SAR)",2020-04-24,0.00608844554374711,4500,0,27.398004946862
"Hungary",2020-04-24,0.0284353963378725,4500,0,127.959283520426
"Iceland",2020-04-24,0.00367390575593669,4500,0,16.5325759017151
"India",2020-04-24,0.0048381397624419,4500,0,21.7716289309886
"Indonesia",2020-04-24,0.00151758129252625,4500,0,6.82911581636812
"Iran",2020-04-24,0.0010917525119368,4500,0,4.9128863037156
"Iraq",2020-04-24,7.2481494568418e-05,4500,0,0.326166725557881
"Ireland",2020-04-24,0.117592164750437,4500,500,1029.16474137697
"Isle of Man",2020-04-24,0.0104645157783153,4500,0,47.0903210024188
"Israel",2020-04-24,0.00210649343589465,4500,0,9.47922046152592
"Italy",2020-04-24,0.0474436682884401,4500,0,213.49650729798
"Jamaica",2020-04-24,0,4500,0,0
"Japan",2020-04-24,0.00762414720991547,4500,0,34.3086624446196
"Jersey",2020-04-24,0.00350176220633669,4500,0,15.7579299285151
"Jordan",2020-04-24,0,4500,0,0
"Kazakhstan",2020-04-24,0.000543611209263135,4500,0,2.44625044168411
"Kenya",2020-04-24,0.000561731582905239,4500,0,2.52779212307358
"Korea (South)",2020-04-24,0.00515524630117873,4500,0,23.1986083553043
"Kuwait",2020-04-24,0.000203854203473676,4500,0,0.917343915631542
"Kyrgyzstan",2020-04-24,0,4500,0,0
"Laos",2020-04-24,0,4500,0,0
"Latvia",2020-04-24,9.96620550315748e-05,4500,0,0.448479247642087
"Lebanon",2020-04-24,0,4500,0,0
"Lesotho",2020-04-24,0,4500,0,0
"Liberia",2020-04-24,0,4500,0,0
"Lithuania",2020-04-24,0.00232846801301043,4500,0,10.4781060585469
"Luxembourg",2020-04-24,0.00121859512743153,4500,0,5.48367807344188
"Macao (SAR)",2020-04-24,0,4500,0,0
"Macedonia",2020-04-24,0.00217897493046307,4500,0,9.80538718708381
"Madagascar",2020-04-24,3.6240747284209e-05,4500,0,0.163083362778941
"Malawi",2020-04-24,0.000104192148442101,4500,0,0.468864667989454
"Malaysia",2020-04-24,0.00646444329682078,4500,0,29.0899948356935
"Maldives",2020-04-24,0.000733875132505232,4500,0,3.30243809627354
"Mali",2020-04-24,2.26504670526306e-05,4500,0,0.101927101736838
"Malta",2020-04-24,0.00461616518532612,4500,0,20.7727433339675
"Martinique",2020-04-24,0,4500,0,0
"Mauritania",2020-04-24,4.53009341052612e-06,4500,0,0.0203854203473675
"Mauritius",2020-04-24,5.88912143368396e-05,4500,0,0.265010464515778
"Mayotte",2020-04-24,0,4500,0,0
"Mexico",2020-04-24,0.00183921792467361,4500,0,8.27648066103125
"Moldova",2020-04-24,6.34213077473657e-05,4500,0,0.285395884863146
"Mongolia",2020-04-24,0,4500,0,0
"Montenegro",2020-04-24,0.000634213077473657,4500,0,2.85395884863146
"Morocco",2020-04-24,7.70115879789441e-05,4500,0,0.346552145905248
"Mozambique",2020-04-24,8.15416813894702e-05,4500,0,0.366937566252616
"Myanmar",2020-04-24,0,4500,0,0
"Namibia",2020-04-24,9.06018682105225e-06,4500,0,0.0407708406947351
"Nepal",2020-04-24,2.71805604631568e-05,4500,0,0.122312522084206
"Netherlands",2020-04-24,0.072128147282397,4500,384,708.576662770786
"New Caledonia",2020-04-24,9.06018682105225e-06,4500,0,0.0407708406947351
"New Zealand",2020-04-24,0.00358783398113669,4500,0,16.1452529151151
"Nicaragua",2020-04-24,0,4500,0,0
"Niger",2020-04-24,0,4500,0,0
"Nigeria",2020-04-24,0.000335226912378933,4500,0,1.5085211057052
"North Mariana Isl",2020-04-24,0,4500,0,0
"Norway",2020-04-24,0.0130602593025468,4500,0,58.7711668614606
"Oman",2020-04-24,6.34213077473657e-05,4500,0,0.285395884863146
"Pakistan",2020-04-24,0.0443133737417666,4500,0,199.41018183795
"Palau",2020-04-24,0,4500,0,0
"Panama",2020-04-24,0.000104192148442101,4500,0,0.468864667989454
"Papua New Guinea",2020-04-24,1.81203736421045e-05,4500,0,0.0815416813894703
"Paraguay",2020-04-24,2.71805604631568e-05,4500,0,0.122312522084206
"Peru",2020-04-24,0.000493780181747348,4500,0,2.22201081786307
"Philippines",2020-04-24,0.00548141302673661,4500,0,24.6663586203147
"Poland",2020-04-24,0.00917796924972593,4500,0,41.3008616237667
"Portugal",2020-04-24,0.0289019959591567,4500,0,130.058981816205
"Puerto Rico",2020-04-24,6.79514011578919e-05,4500,0,0.305781305210514
"Qatar",2020-04-24,0.0296086905311988,4500,0,133.239107390395
"Reunion",2020-04-24,0,4500,0,0
"Romania",2020-04-24,0.0528480697271978,4500,0,237.81631377239
"Russia",2020-04-24,0.0047158272403577,4500,0,21.2212225816096
"Rwanda",2020-04-24,0,4500,0,0
"Samoa",2020-04-24,0,4500,0,0
"Sao Tome-Principe",2020-04-24,0,4500,0,0
"Saudi Arabia",2020-04-24,0.00114158353945258,4500,0,5.13712592753661
"Senegal",2020-04-24,1.81203736421045e-05,4500,0,0.0815416813894703
"Serbia",2020-04-24,0.00168519474871572,4500,0,7.58337636922074
"Seychelles",2020-04-24,5.43611209263135e-05,4500,0,0.244625044168411
"Sierra Leone",2020-04-24,0,4500,0,0
"Singapore",2020-04-24,0.00845768439745228,4500,0,38.0595797885353
"Slovakia",2020-04-24,0.00245078053509463,4500,0,11.0285124079258
"Slovenia",2020-04-24,0.00286754912886304,4500,0,12.9039710798837
"Solomon Islands",2020-04-24,0,4500,0,0
"Somalia",2020-04-24,0.00019932411006315,4500,0,0.896958495284175
"South Africa",2020-04-24,0.00209290315566307,4500,0,9.41806420048381
"South Sudan",2020-04-24,0,4500,0,0
"Spain",2020-04-24,0.0409882851784404,4500,0,184.447283302982
"Sri Lanka",2020-04-24,0.00180750727079992,4500,0,8.13378271859964
"St Barthelemy",2020-04-24,9.06018682105225e-06,4500,0,0.0407708406947351
"St Helena",2020-04-24,0,4500,0,0
"St Kitts-Nevis",2020-04-24,9.06018682105225e-06,4500,0,0.0407708406947351
"St Lucia",2020-04-24,0,4500,0,0
"St Maarten (Dutch Part)",2020-04-24,0,4500,0,0
"St Vincent-Grenad",2020-04-24,1.35902802315784e-05,4500,0,0.0611562610421028
"Sudan",2020-04-24,0,4500,0,0
"Suriname",2020-04-24,0,4500,0,0
"Svalbard",2020-04-24,0,4500,0,0
"Swaziland",2020-04-24,0,4500,0,0
"Sweden",2020-04-24,0.00316200520054724,4500,0,14.2290234024626
"Switzerland",2020-04-24,0.0227320087340201,4500,0,102.29403930309
"Taiwan",2020-04-24,8.15416813894702e-05,4500,0,0.366937566252616
"Tajikistan",2020-04-24,0,4500,0,0
"Tanzania",2020-04-24,0.00014043289572631,4500,0,0.631948030768395
"Thailand",2020-04-24,0.0102697217616627,4500,0,46.2137479274822
"Togo",2020-04-24,4.53009341052612e-06,4500,0,0.0203854203473675
"Tonga",2020-04-24,0,4500,0,0
"Trinidad-Tobago",2020-04-24,4.53009341052612e-06,4500,0,0.0203854203473675
"Tunisia",2020-04-24,3.6240747284209e-05,4500,0,0.163083362778941
"Turkey",2020-04-24,0.00974423092604169,4500,0,43.8490391671876
"Turkmenistan",2020-04-24,0.00122765531425258,4500,0,5.52444891413661
"Turks-Caicos",2020-04-24,0,4500,0,0
"Uganda",2020-04-24,1.35902802315784e-05,4500,0,0.0611562610421028
"Ukraine",2020-04-24,0.00167613456189467,4500,0,7.54260552852601
"United Arab Emirates",2020-04-24,0.0179663504661466,4500,0,80.8485770976597
"United States",2020-04-24,0.0555162947459977,4500,0,249.82332635699
"Uruguay",2020-04-24,5.88912143368396e-05,4500,0,0.265010464515778
"Uzbekistan",2020-04-24,0,4500,0,0
"Vanuatu",2020-04-24,0,4500,0,0
"Venezuela",2020-04-24,0,4500,0,0
"Viet Nam",2020-04-24,0.00141338914408415,4500,0,6.36025114837867
"Virgin Islands (GB)",2020-04-24,3.17106538736829e-05,4500,0,0.142697942431573
"Virgin Islands (US)",2020-04-24,4.53009341052612e-06,4500,0,0.0203854203473675
"Zambia",2020-04-24,8.15416813894702e-05,4500,0,0.366937566252616
"Zimbabwe",2020-04-24,0.000267275511221041,4500,0,1.20273980049468
"French Guiana",2020-04-24,0,4500,0,0
"Syria",2020-04-24,0,4500,0,0
"Timor-leste",2020-04-24,0,4500,0,0
"Afghanistan",2020-04-25,0,3500,0,0
"Albania",2020-04-25,0.00256856296376831,3500,0,8.98997037318908
"Algeria",2020-04-25,3.17106538736829e-05,3500,0,0.11098728855789
"Angola",2020-04-25,3.6240747284209e-05,3500,0,0.126842615494731
"Antigua-Barbuda",2020-04-25,0.00205666240837886,3500,0,7.19831842932601
"Argentina",2020-04-25,0.000330696818968407,3500,0,1.15743886638942
"Armenia",2020-04-25,0.000181203736421045,3500,0,0.634213077473658
"Aruba",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Australia",2020-04-25,0.0169063086080835,3500,0,59.1720801282922
"Austria",2020-04-25,0.0227184184537885,3500,0,79.5144645882598
"Azerbaijan",2020-04-25,0.00193434988629466,3500,0,6.77022460203131
"Bahamas",2020-04-25,1.35902802315784e-05,3500,0,0.0475659808105244
"Bahrain",2020-04-25,0.00240094950757885,3500,0,8.40332327652597
"Bangladesh",2020-04-25,0.001300136808821,3500,0,4.5504788308735
"Barbados",2020-04-25,0.000235564857347359,3500,0,0.824477000715756
"Belarus",2020-04-25,0.00405443360242088,3500,0,14.1905176084731
"Belgium",2020-04-25,0.00195700035334729,3500,1035.528,1042.37750123672
"Belize",2020-04-25,0,3500,0,0
"Benin",2020-04-25,0,3500,0,0
"Bermuda",2020-04-25,0,3500,0,0
"Bolivia",2020-04-25,0,3500,0,0
"Bonaire, Saint Eustatius and Saba",2020-04-25,0,3500,0,0
"Bosnia-Herzegovina",2020-04-25,0.000403178313536825,3500,0,1.41112409737889
"Botswana",2020-04-25,0,3500,0,0
"Brazil",2020-04-25,0.00408161416288404,3500,0,14.2856495700941
"Brunei Darussalam",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Bulgaria",2020-04-25,0.0791724425357651,3500,0,277.103548875178
"Burkina Faso",2020-04-25,0,3500,0,0
"Burundi",2020-04-25,0,3500,0,0
"Cambodia",2020-04-25,0.000108722241852627,3500,0,0.380527846484195
"Cameroon",2020-04-25,1.81203736421045e-05,3500,0,0.0634213077473657
"Canada",2020-04-25,0.00809074683119966,3500,0,28.3176139091988
"Cape Verde",2020-04-25,0,3500,0,0
"Cayman Islands",2020-04-25,0,3500,0,0
"Central African Rep",2020-04-25,0,3500,0,0
"Chad",2020-04-25,9.06018682105225e-06,3500,0,0.0317106538736829
"Chile",2020-04-25,0.00108269232511574,3500,0,3.78942313790509
"China",2020-04-25,0.0141701321881257,3500,0,49.5954626584399
"Colombia",2020-04-25,4.98310275157874e-05,3500,0,0.174408596305256
"Comoros",2020-04-25,0,3500,0,0
"Congo (Brazzaville)",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Congo (Kinshasa)",2020-04-25,4.07708406947351e-05,3500,0,0.142697942431573
"Cook Islands",2020-04-25,0,3500,0,0
"Costa Rica",2020-04-25,3.17106538736829e-05,3500,0,0.11098728855789
"Cote D'Ivoire",2020-04-25,4.98310275157874e-05,3500,0,0.174408596305256
"Croatia",2020-04-25,0.00385057939894721,3500,0,13.4770278963152
"Cuba",2020-04-25,8.60717747999964e-05,3500,0,0.301251211799987
"Curacao",2020-04-25,7.70115879789441e-05,3500,0,0.269540557926304
"Cyprus",2020-04-25,0.00351082239315775,3500,0,12.2878783760521
"Czech Republic",2020-04-25,0.00192981979288413,3500,0,6.75436927509446
"Denmark",2020-04-25,0.00284942875522093,3500,0,9.97300064327325
"Djibouti",2020-04-25,0,3500,0,0
"Dominica",2020-04-25,2.26504670526306e-05,3500,0,0.0792766346842071
"Dominican Rep",2020-04-25,2.71805604631568e-05,3500,0,0.0951319616210488
"Ecuador",2020-04-25,2.26504670526306e-05,3500,0,0.0792766346842071
"Egypt",2020-04-25,0.00249608146919989,3500,0,8.73628514219962
"El Salvador",2020-04-25,0,3500,0,0
"Equatorial Guinea",2020-04-25,0,3500,0,0
"Eritrea",2020-04-25,0,3500,0,0
"Estonia",2020-04-25,0.000185733829831571,3500,0,0.650068404410499
"Ethiopia",2020-04-25,0.00173049568282098,3500,0,6.05673488987343
"Falkland Islands",2020-04-25,0.00430358873999982,3500,0,15.0625605899994
"Faroe Islands",2020-04-25,0,3500,0,0
"Fiji",2020-04-25,2.26504670526306e-05,3500,0,0.0792766346842071
"Finland",2020-04-25,0.00237376894711569,3500,0,8.30819131490492
"France",2020-04-25,0.0356608953276617,3500,6425.74,6550.55313364682
"French Polynesia",2020-04-25,0,3500,0,0
"Gabon",2020-04-25,2.71805604631568e-05,3500,0,0.0951319616210488
"Gambia",2020-04-25,0,3500,0,0
"Georgia",2020-04-25,9.06018682105225e-06,3500,0,0.0317106538736829
"Germany",2020-04-25,0.0514482708633452,3500,0,180.068948021708
"Ghana",2020-04-25,0.000181203736421045,3500,0,0.634213077473658
"Gibraltar",2020-04-25,0.0038324590253051,3500,0,13.4136065885679
"Greece",2020-04-25,0.00275882688701041,3500,0,9.65589410453643
"Greenland",2020-04-25,0,3500,0,0
"Grenada",2020-04-25,1.35902802315784e-05,3500,0,0.0475659808105244
"Guadeloupe",2020-04-25,0,3500,0,0
"Guam",2020-04-25,0,3500,0,0
"Guatemala",2020-04-25,0,3500,0,0
"Guernsey",2020-04-25,0.00579398947206291,3500,0,20.2789631522202
"Guinea",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Guinea-Bissau",2020-04-25,0,3500,0,0
"Guyana",2020-04-25,4.98310275157874e-05,3500,0,0.174408596305256
"Haiti",2020-04-25,0,3500,0,0
"Honduras",2020-04-25,0,3500,0,0
"Hong Kong (SAR)",2020-04-25,0.00608844554374711,3500,0,21.3095594031149
"Hungary",2020-04-25,0.0284353963378725,3500,0,99.5238871825538
"Iceland",2020-04-25,0.00367390575593669,3500,0,12.8586701457784
"India",2020-04-25,0.0048381397624419,3500,0,16.9334891685467
"Indonesia",2020-04-25,0.00151758129252625,3500,0,5.31153452384187
"Iran",2020-04-25,0.0010917525119368,3500,0,3.8211337917788
"Iraq",2020-04-25,7.2481494568418e-05,3500,0,0.253685230989463
"Ireland",2020-04-25,0.117592164750437,3500,500,911.57257662653
"Isle of Man",2020-04-25,0.0104645157783153,3500,0,36.6258052241036
"Israel",2020-04-25,0.00210649343589465,3500,0,7.37272702563127
"Italy",2020-04-25,0.0474436682884401,3500,0,166.05283900954
"Jamaica",2020-04-25,0,3500,0,0
"Japan",2020-04-25,0.00762414720991547,3500,0,26.6845152347041
"Jersey",2020-04-25,0.00350176220633669,3500,0,12.2561677221784
"Jordan",2020-04-25,0,3500,0,0
"Kazakhstan",2020-04-25,0.000543611209263135,3500,0,1.90263923242097
"Kenya",2020-04-25,0.000561731582905239,3500,0,1.96606054016834
"Korea (South)",2020-04-25,0.00515524630117873,3500,0,18.0433620541256
"Kuwait",2020-04-25,0.000203854203473676,3500,0,0.713489712157866
"Kyrgyzstan",2020-04-25,0,3500,0,0
"Laos",2020-04-25,0,3500,0,0
"Latvia",2020-04-25,9.96620550315748e-05,3500,0,0.348817192610512
"Lebanon",2020-04-25,0,3500,0,0
"Lesotho",2020-04-25,0,3500,0,0
"Liberia",2020-04-25,0,3500,0,0
"Lithuania",2020-04-25,0.00232846801301043,3500,0,8.14963804553651
"Luxembourg",2020-04-25,0.00121859512743153,3500,0,4.26508294601035
"Macao (SAR)",2020-04-25,0,3500,0,0
"Macedonia",2020-04-25,0.00217897493046307,3500,0,7.62641225662075
"Madagascar",2020-04-25,3.6240747284209e-05,3500,0,0.126842615494731
"Malawi",2020-04-25,0.000104192148442101,3500,0,0.364672519547354
"Malaysia",2020-04-25,0.00646444329682078,3500,0,22.6255515388727
"Maldives",2020-04-25,0.000733875132505232,3500,0,2.56856296376831
"Mali",2020-04-25,2.26504670526306e-05,3500,0,0.0792766346842071
"Malta",2020-04-25,0.00461616518532612,3500,0,16.1565781486414
"Martinique",2020-04-25,0,3500,0,0
"Mauritania",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Mauritius",2020-04-25,5.88912143368396e-05,3500,0,0.206119250178939
"Mayotte",2020-04-25,0,3500,0,0
"Mexico",2020-04-25,0.00183921792467361,3500,0,6.43726273635763
"Moldova",2020-04-25,6.34213077473657e-05,3500,0,0.22197457711578
"Mongolia",2020-04-25,0,3500,0,0
"Montenegro",2020-04-25,0.000634213077473657,3500,0,2.2197457711578
"Morocco",2020-04-25,7.70115879789441e-05,3500,0,0.269540557926304
"Mozambique",2020-04-25,8.15416813894702e-05,3500,0,0.285395884863146
"Myanmar",2020-04-25,0,3500,0,0
"Namibia",2020-04-25,9.06018682105225e-06,3500,0,0.0317106538736829
"Nepal",2020-04-25,2.71805604631568e-05,3500,0,0.0951319616210488
"Netherlands",2020-04-25,0.072128147282397,3500,384,636.448515488389
"New Caledonia",2020-04-25,9.06018682105225e-06,3500,0,0.0317106538736829
"New Zealand",2020-04-25,0.00358783398113669,3500,0,12.5574189339784
"Nicaragua",2020-04-25,0,3500,0,0
"Niger",2020-04-25,0,3500,0,0
"Nigeria",2020-04-25,0.000335226912378933,3500,0,1.17329419332627
"North Mariana Isl",2020-04-25,0,3500,0,0
"Norway",2020-04-25,0.0130602593025468,3500,0,45.7109075589138
"Oman",2020-04-25,6.34213077473657e-05,3500,0,0.22197457711578
"Pakistan",2020-04-25,0.0443133737417666,3500,0,155.096808096183
"Palau",2020-04-25,0,3500,0,0
"Panama",2020-04-25,0.000104192148442101,3500,0,0.364672519547354
"Papua New Guinea",2020-04-25,1.81203736421045e-05,3500,0,0.0634213077473657
"Paraguay",2020-04-25,2.71805604631568e-05,3500,0,0.0951319616210488
"Peru",2020-04-25,0.000493780181747348,3500,0,1.72823063611572
"Philippines",2020-04-25,0.00548141302673661,3500,0,19.1849455935781
"Poland",2020-04-25,0.00917796924972593,3500,0,32.1228923740408
"Portugal",2020-04-25,0.0289019959591567,3500,0,101.156985857048
"Puerto Rico",2020-04-25,6.79514011578919e-05,3500,0,0.237829904052622
"Qatar",2020-04-25,0.0296086905311988,3500,0,103.630416859196
"Reunion",2020-04-25,0,3500,0,0
"Romania",2020-04-25,0.0528480697271978,3500,0,184.968244045192
"Russia",2020-04-25,0.0047158272403577,3500,0,16.5053953412519
"Rwanda",2020-04-25,0,3500,0,0
"Samoa",2020-04-25,0,3500,0,0
"Sao Tome-Principe",2020-04-25,0,3500,0,0
"Saudi Arabia",2020-04-25,0.00114158353945258,3500,0,3.99554238808403
"Senegal",2020-04-25,1.81203736421045e-05,3500,0,0.0634213077473657
"Serbia",2020-04-25,0.00168519474871572,3500,0,5.89818162050502
"Seychelles",2020-04-25,5.43611209263135e-05,3500,0,0.190263923242097
"Sierra Leone",2020-04-25,0,3500,0,0
"Singapore",2020-04-25,0.00845768439745228,3500,0,29.601895391083
"Slovakia",2020-04-25,0.00245078053509463,3500,0,8.5777318728312
"Slovenia",2020-04-25,0.00286754912886304,3500,0,10.0364219510206
"Solomon Islands",2020-04-25,0,3500,0,0
"Somalia",2020-04-25,0.00019932411006315,3500,0,0.697634385221025
"South Africa",2020-04-25,0.00209290315566307,3500,0,7.32516104482074
"South Sudan",2020-04-25,0,3500,0,0
"Spain",2020-04-25,0.0409882851784404,3500,0,143.458998124541
"Sri Lanka",2020-04-25,0.00180750727079992,3500,0,6.32627544779972
"St Barthelemy",2020-04-25,9.06018682105225e-06,3500,0,0.0317106538736829
"St Helena",2020-04-25,0,3500,0,0
"St Kitts-Nevis",2020-04-25,9.06018682105225e-06,3500,0,0.0317106538736829
"St Lucia",2020-04-25,0,3500,0,0
"St Maarten (Dutch Part)",2020-04-25,0,3500,0,0
"St Vincent-Grenad",2020-04-25,1.35902802315784e-05,3500,0,0.0475659808105244
"Sudan",2020-04-25,0,3500,0,0
"Suriname",2020-04-25,0,3500,0,0
"Svalbard",2020-04-25,0,3500,0,0
"Swaziland",2020-04-25,0,3500,0,0
"Sweden",2020-04-25,0.00316200520054724,3500,0,11.0670182019153
"Switzerland",2020-04-25,0.0227320087340201,3500,0,79.5620305690703
"Taiwan",2020-04-25,8.15416813894702e-05,3500,0,0.285395884863146
"Tajikistan",2020-04-25,0,3500,0,0
"Tanzania",2020-04-25,0.00014043289572631,3500,0,0.491515135042085
"Thailand",2020-04-25,0.0102697217616627,3500,0,35.9440261658195
"Togo",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Tonga",2020-04-25,0,3500,0,0
"Trinidad-Tobago",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Tunisia",2020-04-25,3.6240747284209e-05,3500,0,0.126842615494731
"Turkey",2020-04-25,0.00974423092604169,3500,0,34.1048082411459
"Turkmenistan",2020-04-25,0.00122765531425258,3500,0,4.29679359988403
"Turks-Caicos",2020-04-25,0,3500,0,0
"Uganda",2020-04-25,1.35902802315784e-05,3500,0,0.0475659808105244
"Ukraine",2020-04-25,0.00167613456189467,3500,0,5.86647096663135
"United Arab Emirates",2020-04-25,0.0179663504661466,3500,0,62.8822266315131
"United States",2020-04-25,0.0555162947459977,3500,0,194.307031610992
"Uruguay",2020-04-25,5.88912143368396e-05,3500,0,0.206119250178939
"Uzbekistan",2020-04-25,0,3500,0,0
"Vanuatu",2020-04-25,0,3500,0,0
"Venezuela",2020-04-25,0,3500,0,0
"Viet Nam",2020-04-25,0.00141338914408415,3500,0,4.94686200429453
"Virgin Islands (GB)",2020-04-25,3.17106538736829e-05,3500,0,0.11098728855789
"Virgin Islands (US)",2020-04-25,4.53009341052612e-06,3500,0,0.0158553269368414
"Zambia",2020-04-25,8.15416813894702e-05,3500,0,0.285395884863146
"Zimbabwe",2020-04-25,0.000267275511221041,3500,0,0.935464289273644
"French Guiana",2020-04-25,0,3500,0,0
"Syria",2020-04-25,0,3500,0,0
"Timor-leste",2020-04-25,0,3500,0,0
"Afghanistan",2020-04-26,0,3900,0,0
"Albania",2020-04-26,0.00256856296376831,3900,0,10.0173955586964
"Algeria",2020-04-26,3.17106538736829e-05,3900,0,0.123671550107363
"Angola",2020-04-26,3.6240747284209e-05,3900,0,0.141338914408415
"Antigua-Barbuda",2020-04-26,0.00205666240837886,3900,0,8.02098339267755
"Argentina",2020-04-26,0.000330696818968407,3900,0,1.28971759397679
"Armenia",2020-04-26,0.000181203736421045,3900,0,0.706694572042076
"Aruba",2020-04-26,4.53009341052612e-06,3900,0,0.0176673643010519
"Australia",2020-04-26,0.0169063086080835,3900,0,65.9346035715256
"Austria",2020-04-26,0.0227184184537885,3900,0,88.6018319697751
"Azerbaijan",2020-04-26,0.00193434988629466,3900,0,7.54396455654917
"Bahamas",2020-04-26,1.35902802315784e-05,3900,0,0.0530020929031558
"Bahrain",2020-04-26,0.00240094950757885,3900,0,9.36370307955752
"Bangladesh",2020-04-26,0.001300136808821,3900,0,5.0705335544019
"Barbados",2020-04-26,0.000235564857347359,3900,0,0.9187029436547
"Belarus",2020-04-26,0.00405443360242088,3900,0,15.8122910494414
"Belgium",2020-04-26,0.00195700035334729,3900,1035.528,1043.16030137805
"Belize",2020-04-26,0,3900,0,0
"Benin",2020-04-26,0,3900,0,0
"Bermuda",2020-04-26,0,3900,0,0
"Bolivia",2020-04-26,0,3900,0,0
"Bonaire, Saint Eustatius and Saba",2020-04-26,0,3900,0,0
"Bosnia-Herzegovina",2020-04-26,0.000403178313536825,3900,0,1.57239542279362
"Botswana",2020-04-26,0,3900,0,0
"Brazil",2020-04-26,0.00408161416288404,3900,0,15.9182952352478
"Brunei Darussalam",2020-04-26,4.53009341052612e-06,3900,0,0.0176673643010519
"Bulgaria",2020-04-26,0.0791724425357651,3900,0,308.772525889484
"Burkina Faso",2020-04-26,0,3900,0,0
"Burundi",2020-04-26,0,3900,0,0
"Cambodia",2020-04-26,0.000108722241852627,3900,0,0.424016743225245
"Cameroon",2020-04-26,1.81203736421045e-05,3900,0,0.0706694572042075
"Canada",2020-04-26,0.00809074683119966,3900,0,31.5539126416787
"Cape Verde",2020-04-26,0,3900,0,0
"Cayman Islands",2020-04-26,0,3900,0,0
"Central African Rep",2020-04-26,0,3900,0,0
"Chad",2020-04-26,9.06018682105225e-06,3900,0,0.0353347286021038
"Chile",2020-04-26,0.00108269232511574,3900,0,4.22250006795139
"China",2020-04-26,0.0141701321881257,3900,0,55.2635155336902
"Colombia",2020-04-26,4.98310275157874e-05,3900,0,0.194341007311571
"Comoros",2020-04-26,0,3900,0,0
"Congo (Brazzaville)",2020-04-26,4.53009341052612e-06,3900,0,0.0176673643010519
"Congo (Kinshasa)",2020-04-26,4.07708406947351e-05,3900,0,0.159006278709467
"Cook Islands",2020-04-26,0,3900,0,0
"Costa Rica",2020-04-26,3.17106538736829e-05,3900,0,0.123671550107363
"Cote D'Ivoire",2020-04-26,4.98310275157874e-05,3900,0,0.194341007311571
"Croatia",2020-04-26,0.00385057939894721,3900,0,15.0172596558941
"Cuba",2020-04-26,8.60717747999964e-05,3900,0,0.335679921719986
"Curacao",2020-04-26,7.70115879789441e-05,3900,0,0.300345193117882
"Cyprus",2020-04-26,0.00351082239315775,3900,0,13.6922073333152
"Czech Republic",2020-04-26,0.00192981979288413,3900,0,7.52629719224811
"Denmark",2020-04-26,0.00284942875522093,3900,0,11.1127721453616
"Djibouti",2020-04-26,0,3900,0,0
"Dominica",2020-04-26,2.26504670526306e-05,3900,0,0.0883368215052593
"Dominican Rep",2020-04-26,2.71805604631568e-05,3900,0,0.106004185806312
"Ecuador",2020-04-26,2.26504670526306e-05,3900,0,0.0883368215052593
"Egypt",2020-04-26,0.00249608146919989,3900,0,9.73471772987957
"El Salvador",2020-04-26,0,3900,0,0
"Equatorial Guinea",2020-04-26,0,3900,0,0
"Eritrea",2020-04-26,0,3900,0,0
