sequence_name,country,adm1,lineage,sample_date,decimal_date,taxon_label,cluster
England/20130028102/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20130028102/2020,B.1.1_DTA_MCC_108
England/20130033304/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20130033304/2020,B.1.1_DTA_MCC_140
England/20130035204/2020,UK,UK-ENG,B.1.1.10,2020-03-23,2020.22404371585,England/20130035204/2020,B.1.1_DTA_MCC_40
England/20130035804/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20130035804/2020,B.1.1_DTA_MCC_12
England/20130036304/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20130036304/2020,B.1.1_DTA_MCC_181
England/20130036404/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20130036404/2020,B.1.1_DTA_MCC_153
England/20130051704/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130051704/2020,B.1.1_DTA_MCC_117
England/20130052004/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130052004/2020,B.1.1_DTA_MCC_182
England/20130054802/2020,UK,UK-ENG,B.1.1.1,2020-03-19,2020.2131147541,England/20130054802/2020,B.1.1_DTA_MCC_47
England/20130055602/2020,UK,UK-ENG,B.1.1.10,2020-03-20,2020.21584699454,England/20130055602/2020,B.1.1_DTA_MCC_40
England/20130064104/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130064104/2020,B.1.1_DTA_MCC_183
England/20130064704/2020,UK,UK-ENG,B.1.1.9,2020-03-23,2020.22404371585,England/20130064704/2020,B.1.1_DTA_MCC_84
England/20130065304/2020,UK,UK-ENG,B.1.1.9,2020-03-21,2020.21857923497,England/20130065304/2020,B.1.1_DTA_MCC_84
England/20130070904/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130070904/2020,B.1.1_DTA_MCC_184
England/20130071704/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130071704/2020,B.1.1_DTA_MCC_104
England/20130071804/2020,UK,UK-ENG,B.1.1,2020-02-23,2020.14480874317,England/20130071804/2020,B.1.1_DTA_MCC_185
England/20130092204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20130092204/2020,B.1.1_DTA_MCC_186
England/20130092304/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130092304/2020,B.1.1_DTA_MCC_187
England/20130092504/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20130092504/2020,B.1.1_DTA_MCC_140
England/20131103404/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20131103404/2020,B.1.1_DTA_MCC_139
England/20131104704/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20131104704/2020,B.1.1_DTA_MCC_188
England/20131104804/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20131104804/2020,B.1.1_DTA_MCC_186
England/20132002604/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132002604/2020,B.1.1_DTA_MCC_49
England/20132003204/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132003204/2020,B.1.1_DTA_MCC_102
England/20132004204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132004204/2020,B.1.1_DTA_MCC_163
England/20132005204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132005204/2020,B.1.1_DTA_MCC_189
England/20132017904/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132017904/2020,B.1.1_DTA_MCC_190
England/20132020204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132020204/2020,B.1.1_DTA_MCC_89
England/20132020404/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132020404/2020,B.1.1_DTA_MCC_191
England/20132022404/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132022404/2020,B.1.1_DTA_MCC_108
England/20132023304/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132023304/2020,B.1.1_DTA_MCC_76
England/20132023604/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132023604/2020,B.1.1_DTA_MCC_192
England/20132023704/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132023704/2020,B.1.1_DTA_MCC_10
England/20132023904/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132023904/2020,B.1.1_DTA_MCC_144
England/20132024004/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132024004/2020,B.1.1_DTA_MCC_46
England/20132024204/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132024204/2020,B.1.1_DTA_MCC_193
England/20132026904/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132026904/2020,B.1.1_DTA_MCC_140
England/20132032504/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132032504/2020,B.1.1_DTA_MCC_108
England/20132032604/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132032604/2020,B.1.1_DTA_MCC_194
England/20132035304/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132035304/2020,B.1.1_DTA_MCC_117
England/20132036004/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132036004/2020,B.1.1_DTA_MCC_18
England/20132047404/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132047404/2020,B.1.1_DTA_MCC_195
England/20132048402/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132048402/2020,B.1.1_DTA_MCC_196
England/20132052902/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132052902/2020,B.1.1_DTA_MCC_152
England/20132069004/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132069004/2020,B.1.1_DTA_MCC_140
England/20132069104/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132069104/2020,B.1.1_DTA_MCC_140
England/20132073702/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132073702/2020,B.1.1_DTA_MCC_197
England/20132074102/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132074102/2020,B.1.1_DTA_MCC_197
England/20132087602/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132087602/2020,B.1.1_DTA_MCC_179
England/20132091504/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132091504/2020,B.1.1_DTA_MCC_198
England/20132091704/2020,UK,UK-ENG,B.1.1.10,2020-03-22,2020.22131147541,England/20132091704/2020,B.1.1_DTA_MCC_40
England/20132092004/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132092004/2020,B.1.1_DTA_MCC_199
England/20132096304/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132096304/2020,B.1.1_DTA_MCC_176
England/20132100404/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132100404/2020,B.1.1_DTA_MCC_200
England/20132100704/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132100704/2020,B.1.1_DTA_MCC_12
England/20132104104/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132104104/2020,B.1.1_DTA_MCC_140
England/20132104404/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20132104404/2020,B.1.1_DTA_MCC_140
England/20132105704/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132105704/2020,B.1.1_DTA_MCC_201
England/20132106704/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132106704/2020,B.1.1_DTA_MCC_144
England/20132106804/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20132106804/2020,B.1.1_DTA_MCC_144
England/20132107304/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132107304/2020,B.1.1_DTA_MCC_140
England/20132108004/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132108004/2020,B.1.1_DTA_MCC_202
England/20132108104/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132108104/2020,B.1.1_DTA_MCC_203
England/20132108204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132108204/2020,B.1.1_DTA_MCC_12
England/20132108404/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132108404/2020,B.1.1_DTA_MCC_57
England/20132108504/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20132108504/2020,B.1.1_DTA_MCC_57
England/20134004704/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134004704/2020,B.1.1_DTA_MCC_192
England/20134004804/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134004804/2020,B.1.1_DTA_MCC_46
England/20134004904/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134004904/2020,B.1.1_DTA_MCC_140
England/20134006504/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134006504/2020,B.1.1_DTA_MCC_204
England/20134006604/2020,UK,UK-ENG,B.1.1.1,2020-03-23,2020.22404371585,England/20134006604/2020,B.1.1_DTA_MCC_47
England/20134006704/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134006704/2020,B.1.1_DTA_MCC_140
England/20134007004/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134007004/2020,B.1.1_DTA_MCC_98
England/20134007104/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134007104/2020,B.1.1_DTA_MCC_98
England/20134012404/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20134012404/2020,B.1.1_DTA_MCC_140
England/20134012504/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134012504/2020,B.1.1_DTA_MCC_205
England/20134016002/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134016002/2020,B.1.1_DTA_MCC_24
England/20134016902/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134016902/2020,B.1.1_DTA_MCC_206
England/20134017404/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134017404/2020,B.1.1_DTA_MCC_207
England/20134017904/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134017904/2020,B.1.1_DTA_MCC_57
England/20134018004/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134018004/2020,B.1.1_DTA_MCC_57
England/20134018502/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134018502/2020,B.1.1_DTA_MCC_208
England/20134018902/2020,UK,UK-ENG,B.1.1.1,2020-03-24,2020.22677595628,England/20134018902/2020,B.1.1_DTA_MCC_47
England/20134019304/2020,UK,UK-ENG,B.1.1.1,2020-03-23,2020.22404371585,England/20134019304/2020,B.1.1_DTA_MCC_123
England/20134019402/2020,UK,UK-ENG,B.1.1.1,2020-03-23,2020.22404371585,England/20134019402/2020,B.1.1_DTA_MCC_123
England/20134019904/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134019904/2020,B.1.1_DTA_MCC_182
England/20134022204/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134022204/2020,B.1.1_DTA_MCC_104
England/20134024204/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134024204/2020,B.1.1_DTA_MCC_57
England/20134025204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134025204/2020,B.1.1_DTA_MCC_209
England/20134025904/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134025904/2020,B.1.1_DTA_MCC_117
England/20134027904/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134027904/2020,B.1.1_DTA_MCC_210
England/20134028004/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134028004/2020,B.1.1_DTA_MCC_211
England/20134059604/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134059604/2020,B.1.1_DTA_MCC_163
England/20134059704/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134059704/2020,B.1.1_DTA_MCC_163
England/20134064004/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20134064004/2020,B.1.1_DTA_MCC_212
England/20134068504/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134068504/2020,B.1.1_DTA_MCC_57
England/20134068704/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134068704/2020,B.1.1_DTA_MCC_213
England/20134071504/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134071504/2020,B.1.1_DTA_MCC_109
England/20134072104/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20134072104/2020,B.1.1_DTA_MCC_57
England/20134072604/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20134072604/2020,B.1.1_DTA_MCC_214
England/20134072704/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20134072704/2020,B.1.1_DTA_MCC_211
England/20134078004/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134078004/2020,B.1.1_DTA_MCC_215
England/20134078504/2020,UK,UK-ENG,B.1.1.1,2020-03-24,2020.22677595628,England/20134078504/2020,B.1.1_DTA_MCC_47
England/20134078604/2020,UK,UK-ENG,B.1.1.1,2020-03-24,2020.22677595628,England/20134078604/2020,B.1.1_DTA_MCC_47
England/20134078804/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20134078804/2020,B.1.1_DTA_MCC_153
England/20134078904/2020,UK,UK-ENG,B.1.1.1,2020-03-24,2020.22677595628,England/20134078904/2020,B.1.1_DTA_MCC_47
England/201340854/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201340854/2020,B.1.1_DTA_MCC_57
England/201340855/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201340855/2020,B.1.1_DTA_MCC_57
England/201340856/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201340856/2020,B.1.1_DTA_MCC_57
England/201340857/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201340857/2020,B.1.1_DTA_MCC_57
England/201360015/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360015/2020,B.1.1_DTA_MCC_216
England/201360016/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360016/2020,B.1.1_DTA_MCC_217
England/201360017/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360017/2020,B.1.1_DTA_MCC_102
England/201360018/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360018/2020,B.1.1_DTA_MCC_108
England/201360037/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360037/2020,B.1.1_DTA_MCC_117
England/201360047/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201360047/2020,B.1.1_DTA_MCC_218
England/201360049/2020,UK,UK-ENG,B.1.1.10,2020-03-24,2020.22677595628,England/201360049/2020,B.1.1_DTA_MCC_219
England/201360051/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360051/2020,B.1.1_DTA_MCC_191
England/20136006402/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20136006402/2020,B.1.1_DTA_MCC_220
England/201360066/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360066/2020,B.1.1_DTA_MCC_221
England/201360067/2020,UK,UK-ENG,B.1.1.1,2020-03-24,2020.22677595628,England/201360067/2020,B.1.1_DTA_MCC_123
England/201360069/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360069/2020,B.1.1_DTA_MCC_222
England/20136008004/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20136008004/2020,B.1.1_DTA_MCC_49
England/201360122/2020,UK,UK-ENG,B.1.1.1,2020-03-25,2020.22950819672,England/201360122/2020,B.1.1_DTA_MCC_47
England/201360126/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360126/2020,B.1.1_DTA_MCC_49
England/201360127/2020,UK,UK-ENG,B.1.1.1,2020-03-25,2020.22950819672,England/201360127/2020,B.1.1_DTA_MCC_47
England/201360136/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360136/2020,B.1.1_DTA_MCC_223
England/201360137/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201360137/2020,B.1.1_DTA_MCC_154
England/201360170/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360170/2020,B.1.1_DTA_MCC_9
England/201360206/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/201360206/2020,B.1.1_DTA_MCC_140
England/201360211/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360211/2020,B.1.1_DTA_MCC_117
England/201360213/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360213/2020,B.1.1_DTA_MCC_117
England/201360214/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360214/2020,B.1.1_DTA_MCC_117
England/201360215/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360215/2020,B.1.1_DTA_MCC_79
England/201360224/2020,UK,UK-ENG,B.1.1.7,2020-03-25,2020.22950819672,England/201360224/2020,B.1.1_DTA_MCC_59
England/201360281/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201360281/2020,B.1.1_DTA_MCC_152
England/201360289/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201360289/2020,B.1.1_DTA_MCC_140
England/201360506/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360506/2020,B.1.1_DTA_MCC_224
England/201360508/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201360508/2020,B.1.1_DTA_MCC_225
England/20136088302/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20136088302/2020,B.1.1_DTA_MCC_99
England/20136096704/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20136096704/2020,B.1.1_DTA_MCC_226
England/20136096804/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20136096804/2020,B.1.1_DTA_MCC_57
England/20136096904/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20136096904/2020,B.1.1_DTA_MCC_227
England/20136097204/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20136097204/2020,B.1.1_DTA_MCC_168
England/20136097302/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20136097302/2020,B.1.1_DTA_MCC_228
England/20136097402/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20136097402/2020,B.1.1_DTA_MCC_9
England/20136097804/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20136097804/2020,B.1.1_DTA_MCC_229
England/201361008/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201361008/2020,B.1.1_DTA_MCC_230
England/201361022/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201361022/2020,B.1.1_DTA_MCC_76
England/201361041/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201361041/2020,B.1.1_DTA_MCC_201
England/201380001/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/201380001/2020,B.1.1_DTA_MCC_104
England/201380030/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201380030/2020,B.1.1_DTA_MCC_140
England/201380036/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201380036/2020,B.1.1_DTA_MCC_9
England/201380037/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201380037/2020,B.1.1_DTA_MCC_140
England/201380041/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/201380041/2020,B.1.1_DTA_MCC_76
England/201380042/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380042/2020,B.1.1_DTA_MCC_76
England/201380050/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380050/2020,B.1.1_DTA_MCC_231
England/201380051/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380051/2020,B.1.1_DTA_MCC_232
England/201380054/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380054/2020,B.1.1_DTA_MCC_79
England/201380062/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380062/2020,B.1.1_DTA_MCC_145
England/201380069/2020,UK,UK-ENG,B.1.1.9,2020-03-25,2020.22950819672,England/201380069/2020,B.1.1_DTA_MCC_233
England/201380070/2020,UK,UK-ENG,B.1.1.9,2020-03-25,2020.22950819672,England/201380070/2020,B.1.1_DTA_MCC_233
England/20138007404/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138007404/2020,B.1.1_DTA_MCC_234
England/20138009704/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20138009704/2020,B.1.1_DTA_MCC_76
England/20138010904/2020,UK,UK-ENG,B.1.1,2020-03-06,2020.17759562842,England/20138010904/2020,B.1.1_DTA_MCC_235
England/20138012802/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138012802/2020,B.1.1_DTA_MCC_46
England/20138014402/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138014402/2020,B.1.1_DTA_MCC_98
England/20138015604/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138015604/2020,B.1.1_DTA_MCC_228
England/20138016104/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138016104/2020,B.1.1_DTA_MCC_104
England/20138016904/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138016904/2020,B.1.1_DTA_MCC_102
England/20138017004/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138017004/2020,B.1.1_DTA_MCC_46
England/20138017304/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138017304/2020,B.1.1_DTA_MCC_104
England/20138018504/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138018504/2020,B.1.1_DTA_MCC_236
England/20138018804/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138018804/2020,B.1.1_DTA_MCC_51
England/20138019104/2020,UK,UK-ENG,B.1.1.7,2020-03-26,2020.23224043716,England/20138019104/2020,B.1.1_DTA_MCC_59
England/20138019804/2020,UK,UK-ENG,B.1.1.1,2020-03-27,2020.2349726776,England/20138019804/2020,B.1.1_DTA_MCC_47
England/20138020004/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138020004/2020,B.1.1_DTA_MCC_229
England/20138020704/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138020704/2020,B.1.1_DTA_MCC_57
England/20138020804/2020,UK,UK-ENG,B.1.1.1,2020-03-25,2020.22950819672,England/20138020804/2020,B.1.1_DTA_MCC_47
England/20138021104/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138021104/2020,B.1.1_DTA_MCC_237
England/201380215/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380215/2020,B.1.1_DTA_MCC_234
England/201380217/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380217/2020,B.1.1_DTA_MCC_140
England/201380221/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380221/2020,B.1.1_DTA_MCC_140
England/201380228/2020,UK,UK-ENG,B.1.1.1,2020-03-25,2020.22950819672,England/201380228/2020,B.1.1_DTA_MCC_47
England/201380229/2020,UK,UK-ENG,B.1.1.1,2020-03-25,2020.22950819672,England/201380229/2020,B.1.1_DTA_MCC_47
England/20138024204/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138024204/2020,B.1.1_DTA_MCC_168
England/20138025704/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/20138025704/2020,B.1.1_DTA_MCC_238
England/20138026604/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138026604/2020,B.1.1_DTA_MCC_212
England/201380280/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/201380280/2020,B.1.1_DTA_MCC_239
England/201380282/2020,UK,UK-ENG,B.1.1,2020-03-25,2020.22950819672,England/201380282/2020,B.1.1_DTA_MCC_102
England/201380283/2020,UK,UK-ENG,B.1.1.1,2020-03-23,2020.22404371585,England/201380283/2020,B.1.1_DTA_MCC_47
England/20138063204/2020,UK,UK-ENG,B.1.1.1,2020-03-26,2020.23224043716,England/20138063204/2020,B.1.1_DTA_MCC_47
England/20138077804/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138077804/2020,B.1.1_DTA_MCC_208
England/20138082104/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138082104/2020,B.1.1_DTA_MCC_240
England/20138082704/2020,UK,UK-ENG,B.1.1,2020-03-26,2020.23224043716,England/20138082704/2020,B.1.1_DTA_MCC_241
England/20138082804/2020,UK,UK-ENG,B.1.1,2020-03-27,2020.2349726776,England/20138082804/2020,B.1.1_DTA_MCC_57
England/20138084904/2020,UK,UK-ENG,B.1.1,2020-03-27,2020.2349726776,England/20138084904/2020,B.1.1_DTA_MCC_242
England/20138086004/2020,UK,UK-ENG,B.1.1,2020-03-24,2020.22677595628,England/20138086004/2020,B.1.1_DTA_MCC_89
England/20139000904/2020,UK,UK-ENG,B.1.1,2020-03-27,2020.2349726776,England/20139000904/2020,B.1.1_DTA_MCC_31
