sequence_name,country,adm1,lineage,sample_date,decimal_date,taxon_label,cluster
England/201121203/2020,UK,UK-ENG,B.1.1,2020-03-07,2020.18032786885,England/201121203/2020,B.1.1_DTA_MCC_81
England/201140052/2020,UK,UK-ENG,B.1.1,2020-03-07,2020.18032786885,England/201140052/2020,B.1.1_DTA_MCC_16
England/201140055/2020,UK,UK-ENG,B.1.1.10,2020-03-10,2020.18852459016,England/201140055/2020,B.1.1_DTA_MCC_40
England/201140250/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201140250/2020,B.1.1_DTA_MCC_12
England/201140260/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201140260/2020,B.1.1_DTA_MCC_82
England/201140286/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201140286/2020,B.1.1_DTA_MCC_77
England/201140293/2020,UK,UK-ENG,B.1.1,2020-03-08,2020.18306010929,England/201140293/2020,B.1.1_DTA_MCC_83
England/201140327/2020,UK,UK-ENG,B.1.1.9,2020-03-11,2020.1912568306,England/201140327/2020,B.1.1_DTA_MCC_84
England/201140353/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201140353/2020,B.1.1_DTA_MCC_85
England/201140355/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201140355/2020,B.1.1_DTA_MCC_86
England/201140398/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201140398/2020,B.1.1_DTA_MCC_87
England/201140593/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201140593/2020,B.1.1_DTA_MCC_88
England/201140762/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201140762/2020,B.1.1_DTA_MCC_89
England/201141179/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201141179/2020,B.1.1_DTA_MCC_90
England/201141304/2020,UK,UK-ENG,B.1.1.p15,2020-03-09,2020.18579234973,England/201141304/2020,B.1.1_DTA_MCC_91
England/201141449/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201141449/2020,B.1.1_DTA_MCC_92
England/201141474/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201141474/2020,B.1.1_DTA_MCC_93
England/201160004/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201160004/2020,B.1.1_DTA_MCC_3
England/201160005/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201160005/2020,B.1.1_DTA_MCC_3
England/201160007/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201160007/2020,B.1.1_DTA_MCC_94
England/201160067/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201160067/2020,B.1.1_DTA_MCC_95
England/201160068/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201160068/2020,B.1.1_DTA_MCC_95
England/201160274/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/201160274/2020,B.1.1_DTA_MCC_96
England/201160658/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201160658/2020,B.1.1_DTA_MCC_76
England/201160910/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201160910/2020,B.1.1_DTA_MCC_97
England/201160962/2020,UK,UK-ENG,B.1.1,2020-03-09,2020.18579234973,England/201160962/2020,B.1.1_DTA_MCC_98
England/201161147/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161147/2020,B.1.1_DTA_MCC_99
England/201161180/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201161180/2020,B.1.1_DTA_MCC_100
England/201161185/2020,UK,UK-ENG,B.1.1.1,2020-03-11,2020.1912568306,England/201161185/2020,B.1.1_DTA_MCC_47
England/201161188/2020,UK,UK-ENG,B.1.1.9,2020-03-11,2020.1912568306,England/201161188/2020,B.1.1_DTA_MCC_84
England/201161201/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161201/2020,B.1.1_DTA_MCC_101
England/201161219/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161219/2020,B.1.1_DTA_MCC_102
England/201161329/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/201161329/2020,B.1.1_DTA_MCC_103
England/201161425/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161425/2020,B.1.1_DTA_MCC_104
England/201161426/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161426/2020,B.1.1_DTA_MCC_105
England/201161468/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161468/2020,B.1.1_DTA_MCC_76
England/201161477/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/201161477/2020,B.1.1_DTA_MCC_46
England/201161517/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201161517/2020,B.1.1_DTA_MCC_106
England/201161538/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161538/2020,B.1.1_DTA_MCC_107
England/201161549/2020,UK,UK-ENG,B.1.1.7,2020-03-11,2020.1912568306,England/201161549/2020,B.1.1_DTA_MCC_59
England/201161565/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201161565/2020,B.1.1_DTA_MCC_108
England/201161635/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/201161635/2020,B.1.1_DTA_MCC_109
England/201180107/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/201180107/2020,B.1.1_DTA_MCC_110
England/201180115/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/201180115/2020,B.1.1_DTA_MCC_111
England/20118012304/2020,UK,UK-ENG,B.1.1.1,2020-03-13,2020.19672131148,England/20118012304/2020,B.1.1_DTA_MCC_112
England/20118012704/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20118012704/2020,B.1.1_DTA_MCC_113
England/201180317/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201180317/2020,B.1.1_DTA_MCC_49
England/201180321/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201180321/2020,B.1.1_DTA_MCC_76
England/201180322/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201180322/2020,B.1.1_DTA_MCC_114
England/201180365/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/201180365/2020,B.1.1_DTA_MCC_59
England/201180387/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201180387/2020,B.1.1_DTA_MCC_57
England/201180389/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/201180389/2020,B.1.1_DTA_MCC_115
England/201180484/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/201180484/2020,B.1.1_DTA_MCC_116
England/20118050304/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20118050304/2020,B.1.1_DTA_MCC_117
England/20118050504/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20118050504/2020,B.1.1_DTA_MCC_118
England/20118050804/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20118050804/2020,B.1.1_DTA_MCC_119
England/20118051204/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20118051204/2020,B.1.1_DTA_MCC_120
England/20118059904/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20118059904/2020,B.1.1_DTA_MCC_121
England/20118060704/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20118060704/2020,B.1.1_DTA_MCC_122
England/20118084404/2020,UK,UK-ENG,B.1.1,2020-03-10,2020.18852459016,England/20118084404/2020,B.1.1_DTA_MCC_89
England/20118087404/2020,UK,UK-ENG,B.1.1.1,2020-03-12,2020.19398907104,England/20118087404/2020,B.1.1_DTA_MCC_123
England/20118087504/2020,UK,UK-ENG,B.1.1.1,2020-03-12,2020.19398907104,England/20118087504/2020,B.1.1_DTA_MCC_47
England/20118111104/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/20118111104/2020,B.1.1_DTA_MCC_59
England/20118112104/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20118112104/2020,B.1.1_DTA_MCC_124
England/20118123004/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/20118123004/2020,B.1.1_DTA_MCC_59
England/20118123204/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20118123204/2020,B.1.1_DTA_MCC_125
England/20118142904/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20118142904/2020,B.1.1_DTA_MCC_126
England/20118147504/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20118147504/2020,B.1.1_DTA_MCC_127
England/20118152504/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/20118152504/2020,B.1.1_DTA_MCC_59
England/20118158206/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20118158206/2020,B.1.1_DTA_MCC_128
England/20118179304/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20118179304/2020,B.1.1_DTA_MCC_117
England/20119000404/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/20119000404/2020,B.1.1_DTA_MCC_59
England/20119008704/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20119008704/2020,B.1.1_DTA_MCC_129
England/20119009304/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20119009304/2020,B.1.1_DTA_MCC_130
England/20119009404/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20119009404/2020,B.1.1_DTA_MCC_102
England/20119027704/2020,UK,UK-ENG,B.1.1,2020-03-14,2020.19945355191,England/20119027704/2020,B.1.1_DTA_MCC_131
England/20119029504/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/20119029504/2020,B.1.1_DTA_MCC_59
England/20119031604/2020,UK,UK-ENG,B.1.1.7,2020-03-14,2020.19945355191,England/20119031604/2020,B.1.1_DTA_MCC_59
England/20119032004/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20119032004/2020,B.1.1_DTA_MCC_102
England/20119032104/2020,UK,UK-ENG,B.1.1.7,2020-03-12,2020.19398907104,England/20119032104/2020,B.1.1_DTA_MCC_59
England/20119034404/2020,UK,UK-ENG,B.1.1.7,2020-03-14,2020.19945355191,England/20119034404/2020,B.1.1_DTA_MCC_59
England/20119035104/2020,UK,UK-ENG,B.1.1,2020-03-14,2020.19945355191,England/20119035104/2020,B.1.1_DTA_MCC_132
England/20119042704/2020,UK,UK-ENG,B.1.1.7,2020-03-13,2020.19672131148,England/20119042704/2020,B.1.1_DTA_MCC_59
England/20119044204/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20119044204/2020,B.1.1_DTA_MCC_133
England/20119047104/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20119047104/2020,B.1.1_DTA_MCC_128
England/20119054604/2020,UK,UK-ENG,B.1.1,2020-03-14,2020.19945355191,England/20119054604/2020,B.1.1_DTA_MCC_134
England/20119056204/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20119056204/2020,B.1.1_DTA_MCC_3
England/20119063804/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20119063804/2020,B.1.1_DTA_MCC_135
England/20119083806/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20119083806/2020,B.1.1_DTA_MCC_136
England/20119087304/2020,UK,UK-ENG,B.1.1,2020-03-15,2020.20218579235,England/20119087304/2020,B.1.1_DTA_MCC_110
England/20119092204/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20119092204/2020,B.1.1_DTA_MCC_137
England/20120001304/2020,UK,UK-ENG,B.1.1,2020-03-16,2020.20491803279,England/20120001304/2020,B.1.1_DTA_MCC_138
England/20120001404/2020,UK,UK-ENG,B.1.1,2020-03-16,2020.20491803279,England/20120001404/2020,B.1.1_DTA_MCC_138
England/20120033002/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20120033002/2020,B.1.1_DTA_MCC_139
England/20120036704/2020,UK,UK-ENG,B.1.1,2020-03-16,2020.20491803279,England/20120036704/2020,B.1.1_DTA_MCC_3
England/20120053304/2020,UK,UK-ENG,B.1.1,2020-03-15,2020.20218579235,England/20120053304/2020,B.1.1_DTA_MCC_104
England/20120054704/2020,UK,UK-ENG,B.1.1,2020-03-15,2020.20218579235,England/20120054704/2020,B.1.1_DTA_MCC_104
England/20120106104/2020,UK,UK-ENG,B.1.1,2020-03-15,2020.20218579235,England/20120106104/2020,B.1.1_DTA_MCC_140
England/20120107804/2020,UK,UK-ENG,B.1.1,2020-03-16,2020.20491803279,England/20120107804/2020,B.1.1_DTA_MCC_140
England/20122017204/2020,UK,UK-ENG,B.1.1,2020-03-15,2020.20218579235,England/20122017204/2020,B.1.1_DTA_MCC_138
England/20122031606/2020,UK,UK-ENG,B.1.1,2020-03-16,2020.20491803279,England/20122031606/2020,B.1.1_DTA_MCC_141
England/20122052604/2020,UK,UK-ENG,B.1.1.10,2020-03-16,2020.20491803279,England/20122052604/2020,B.1.1_DTA_MCC_40
England/20122069402/2020,UK,UK-ENG,B.1.1,2020-03-16,2020.20491803279,England/20122069402/2020,B.1.1_DTA_MCC_57
England/20122119502/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20122119502/2020,B.1.1_DTA_MCC_140
England/20124000803/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124000803/2020,B.1.1_DTA_MCC_142
England/20124003104/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124003104/2020,B.1.1_DTA_MCC_143
England/20124003404/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124003404/2020,B.1.1_DTA_MCC_144
England/20124003502/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124003502/2020,B.1.1_DTA_MCC_145
England/20124008604/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124008604/2020,B.1.1_DTA_MCC_9
England/20124021402/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124021402/2020,B.1.1_DTA_MCC_104
England/20124029204/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124029204/2020,B.1.1_DTA_MCC_104
England/20124030802/2020,UK,UK-ENG,B.1.1,2020-03-17,2020.20765027322,England/20124030802/2020,B.1.1_DTA_MCC_98
England/20124049402/2020,UK,UK-ENG,B.1.1.10,2020-03-16,2020.20491803279,England/20124049402/2020,B.1.1_DTA_MCC_40
England/20124094506/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20124094506/2020,B.1.1_DTA_MCC_146
England/20124095202/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20124095202/2020,B.1.1_DTA_MCC_146
England/20124095502/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20124095502/2020,B.1.1_DTA_MCC_146
England/20124095604/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20124095604/2020,B.1.1_DTA_MCC_146
England/20124096802/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20124096802/2020,B.1.1_DTA_MCC_102
England/20126002704/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126002704/2020,B.1.1_DTA_MCC_147
England/20126004502/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126004502/2020,B.1.1_DTA_MCC_148
England/20126004604/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20126004604/2020,B.1.1_DTA_MCC_57
England/20126006402/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126006402/2020,B.1.1_DTA_MCC_57
England/20126026202/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126026202/2020,B.1.1_DTA_MCC_101
England/20126028406/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126028406/2020,B.1.1_DTA_MCC_31
England/20126034302/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20126034302/2020,B.1.1_DTA_MCC_145
England/20126063203/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126063203/2020,B.1.1_DTA_MCC_149
England/20126096502/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126096502/2020,B.1.1_DTA_MCC_150
England/20126096602/2020,UK,UK-ENG,B.1.1.1,2020-03-18,2020.21038251366,England/20126096602/2020,B.1.1_DTA_MCC_47
England/20126102104/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20126102104/2020,B.1.1_DTA_MCC_151
England/20128018704/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20128018704/2020,B.1.1_DTA_MCC_152
England/20128031204/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20128031204/2020,B.1.1_DTA_MCC_153
England/20128033202/2020,UK,UK-ENG,B.1.1.10,2020-03-18,2020.21038251366,England/20128033202/2020,B.1.1_DTA_MCC_40
England/20128033802/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20128033802/2020,B.1.1_DTA_MCC_154
England/20128034302/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20128034302/2020,B.1.1_DTA_MCC_155
England/20128034402/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20128034402/2020,B.1.1_DTA_MCC_156
England/20128035202/2020,UK,UK-ENG,B.1.1.10,2020-03-18,2020.21038251366,England/20128035202/2020,B.1.1_DTA_MCC_40
England/20128036904/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20128036904/2020,B.1.1_DTA_MCC_157
England/20128037406/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20128037406/2020,B.1.1_DTA_MCC_158
England/20128039104/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20128039104/2020,B.1.1_DTA_MCC_159
England/20128084702/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20128084702/2020,B.1.1_DTA_MCC_140
England/20128090902/2020,UK,UK-ENG,B.1.1.1,2020-03-18,2020.21038251366,England/20128090902/2020,B.1.1_DTA_MCC_47
England/20128094604/2020,UK,UK-ENG,B.1.1.1,2020-03-20,2020.21584699454,England/20128094604/2020,B.1.1_DTA_MCC_47
England/20128094804/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20128094804/2020,B.1.1_DTA_MCC_160
England/20129000304/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129000304/2020,B.1.1_DTA_MCC_160
England/20129000404/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129000404/2020,B.1.1_DTA_MCC_102
England/20129001304/2020,UK,UK-ENG,B.1.1.1,2020-03-20,2020.21584699454,England/20129001304/2020,B.1.1_DTA_MCC_47
England/20129001404/2020,UK,UK-ENG,B.1.1.1,2020-03-20,2020.21584699454,England/20129001404/2020,B.1.1_DTA_MCC_161
England/20129006802/2020,UK,UK-ENG,B.1.1.1,2020-03-19,2020.2131147541,England/20129006802/2020,B.1.1_DTA_MCC_47
England/20129008002/2020,UK,UK-ENG,B.1.1,2020-03-18,2020.21038251366,England/20129008002/2020,B.1.1_DTA_MCC_117
England/20129009304/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129009304/2020,B.1.1_DTA_MCC_162
England/20129010604/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129010604/2020,B.1.1_DTA_MCC_157
England/20129010804/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129010804/2020,B.1.1_DTA_MCC_163
England/20129011204/2020,UK,UK-ENG,B.1.1,2020-03-19,2020.2131147541,England/20129011204/2020,B.1.1_DTA_MCC_98
England/20129016404/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129016404/2020,B.1.1_DTA_MCC_160
England/20129017304/2020,UK,UK-ENG,B.1.1.1,2020-03-20,2020.21584699454,England/20129017304/2020,B.1.1_DTA_MCC_47
England/20129017804/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129017804/2020,B.1.1_DTA_MCC_89
England/20129020504/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129020504/2020,B.1.1_DTA_MCC_158
England/20129035304/2020,UK,UK-ENG,B.1.1.7,2020-03-21,2020.21857923497,England/20129035304/2020,B.1.1_DTA_MCC_164
England/20129035404/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129035404/2020,B.1.1_DTA_MCC_165
England/20129035504/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129035504/2020,B.1.1_DTA_MCC_166
England/20129035804/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129035804/2020,B.1.1_DTA_MCC_12
England/20129036204/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129036204/2020,B.1.1_DTA_MCC_167
England/20129036404/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129036404/2020,B.1.1_DTA_MCC_117
England/20129037304/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129037304/2020,B.1.1_DTA_MCC_12
England/20129038304/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129038304/2020,B.1.1_DTA_MCC_104
England/20129038404/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129038404/2020,B.1.1_DTA_MCC_102
England/20129039902/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129039902/2020,B.1.1_DTA_MCC_168
England/20129040602/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129040602/2020,B.1.1_DTA_MCC_145
England/20129042504/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20129042504/2020,B.1.1_DTA_MCC_169
England/20129042904/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20129042904/2020,B.1.1_DTA_MCC_90
England/20129050802/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20129050802/2020,B.1.1_DTA_MCC_170
England/20129059204/2020,UK,UK-ENG,B.1.1.1,2020-03-09,2020.18579234973,England/20129059204/2020,B.1.1_DTA_MCC_47
England/20129059304/2020,UK,UK-ENG,B.1.1.1,2020-03-09,2020.18579234973,England/20129059304/2020,B.1.1_DTA_MCC_47
England/20129061004/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20129061004/2020,B.1.1_DTA_MCC_3
England/20129061704/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20129061704/2020,B.1.1_DTA_MCC_171
England/20129062104/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20129062104/2020,B.1.1_DTA_MCC_3
England/20129062604/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129062604/2020,B.1.1_DTA_MCC_172
England/20129078704/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20129078704/2020,B.1.1_DTA_MCC_173
England/20129083204/2020,UK,UK-ENG,B.1.1.9,2020-03-11,2020.1912568306,England/20129083204/2020,B.1.1_DTA_MCC_84
England/20129096504/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20129096504/2020,B.1.1_DTA_MCC_3
England/20129096604/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20129096604/2020,B.1.1_DTA_MCC_3
England/20129096704/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20129096704/2020,B.1.1_DTA_MCC_3
England/20129096804/2020,UK,UK-ENG,B.1.1,2020-03-11,2020.1912568306,England/20129096804/2020,B.1.1_DTA_MCC_3
England/20129105304/2020,UK,UK-ENG,B.1.1.1,2020-03-13,2020.19672131148,England/20129105304/2020,B.1.1_DTA_MCC_47
England/20129109104/2020,UK,UK-ENG,B.1.1.1,2020-03-12,2020.19398907104,England/20129109104/2020,B.1.1_DTA_MCC_47
England/20129109504/2020,UK,UK-ENG,B.1.1.1,2020-03-12,2020.19398907104,England/20129109504/2020,B.1.1_DTA_MCC_47
England/20129111704/2020,UK,UK-ENG,B.1.1.1,2020-03-10,2020.18852459016,England/20129111704/2020,B.1.1_DTA_MCC_123
England/20129114604/2020,UK,UK-ENG,B.1.1.1,2020-03-21,2020.21857923497,England/20129114604/2020,B.1.1_DTA_MCC_47
England/20129114704/2020,UK,UK-ENG,B.1.1.1,2020-03-21,2020.21857923497,England/20129114704/2020,B.1.1_DTA_MCC_174
England/20129122404/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20129122404/2020,B.1.1_DTA_MCC_60
England/20129127704/2020,UK,UK-ENG,B.1.1.1,2020-03-13,2020.19672131148,England/20129127704/2020,B.1.1_DTA_MCC_47
England/20129128904/2020,UK,UK-ENG,B.1.1,2020-03-13,2020.19672131148,England/20129128904/2020,B.1.1_DTA_MCC_175
England/20129158804/2020,UK,UK-ENG,B.1.1.1,2020-03-21,2020.21857923497,England/20129158804/2020,B.1.1_DTA_MCC_47
England/20129159604/2020,UK,UK-ENG,B.1.1,2020-03-12,2020.19398907104,England/20129159604/2020,B.1.1_DTA_MCC_33
England/20129160704/2020,UK,UK-ENG,B.1.1.1,2020-03-21,2020.21857923497,England/20129160704/2020,B.1.1_DTA_MCC_47
England/20129163104/2020,UK,UK-ENG,B.1.1.1,2020-03-21,2020.21857923497,England/20129163104/2020,B.1.1_DTA_MCC_47
England/20129163604/2020,UK,UK-ENG,B.1.1.1,2020-03-21,2020.21857923497,England/20129163604/2020,B.1.1_DTA_MCC_47
England/20129169904/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129169904/2020,B.1.1_DTA_MCC_140
England/20129170204/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129170204/2020,B.1.1_DTA_MCC_176
England/20129171604/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129171604/2020,B.1.1_DTA_MCC_98
England/20129173004/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129173004/2020,B.1.1_DTA_MCC_89
England/20129173704/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129173704/2020,B.1.1_DTA_MCC_139
England/20129174704/2020,UK,UK-ENG,B.1.1,2020-03-22,2020.22131147541,England/20129174704/2020,B.1.1_DTA_MCC_177
England/20129174804/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20129174804/2020,B.1.1_DTA_MCC_178
England/20129177604/2020,UK,UK-ENG,B.1.1,2020-03-21,2020.21857923497,England/20129177604/2020,B.1.1_DTA_MCC_57
England/20129178204/2020,UK,UK-ENG,B.1.1.1,2020-03-22,2020.22131147541,England/20129178204/2020,B.1.1_DTA_MCC_47
England/20130000102/2020,UK,UK-ENG,B.1.1,2020-03-23,2020.22404371585,England/20130000102/2020,B.1.1_DTA_MCC_179
England/20130024203/2020,UK,UK-ENG,B.1.1,2020-03-20,2020.21584699454,England/20130024203/2020,B.1.1_DTA_MCC_180
